,name,total.pop,married,dependent,veteran,first-generation
398,"georgia,dade",16633,22.4177659,39.9626681,0.9315793,47.7696795
399,"georgia,dawson",22330,11.2486383,54.9025914,0,53.7562956
401,"georgia,decatur",27842,17.3287409,29.5522388,2.1239954,51.0073875
400,"georgia,de kalb",NA,11.1650485,26.2135922,0,36.8421053
402,"georgia,dodge",21796,15.4477612,51.4552239,1.0820896,48.2490272
403,"georgia,dooly",14918,20.1926662,22.8982203,2.2332083,52.555146
404,"georgia,dougherty",94565,2.38737,86.542164,0.2502888,36.7948182
405,"georgia,douglas",132403,13.162171,37.3415665,1.039974,57.3511037
406,"georgia,early",11008,11.0465116,40.6976744,0,59.0551181
407,"georgia,echols",4034,14.5270412,57.6342869,1.2464384,40.3809671
408,"georgia,effingham",52250,26.7644551,48.856489,2.249135,42.130318
409,"georgia,elbert",20166,17.0934741,37.0123694,2.1776819,47.9998524
410,"georgia,emanuel",22598,22.6305938,23.5324145,1.4973626,57.3794246
411,"georgia,evans",11000,17.1041246,58.4078454,0.374964,52.9017857
412,"georgia,fannin",23682,0,42.7083333,0,30.1369863
413,"georgia,fayette",106567,21.1720227,55.3875236,0,46.2577963
414,"georgia,floyd",96317,0,0,0,0
415,"georgia,forsyth",175511,11.9037782,70.5967507,0.4735256,39.9627437
416,"georgia,franklin",22084,0,57.5,0,0
417,"georgia,fulton",920581,25.5319149,12.7659575,0,54.9180328
418,"georgia,gilmer",28292,9.4961295,66.4531462,0.6317804,40.2229712
419,"georgia,glascock",3082,6.7398119,65.3605016,0,54.1589649
420,"georgia,glynn",79626,17.1641791,35.0746269,0,52.1367521
421,"georgia,gordon",55186,0,0,0,0
422,"georgia,grady",25011,12.4567474,49.538639,1.4417532,50.4149378
423,"georgia,greene",15994,8.2977196,73.914222,1.0756819,31.7324979
424,"georgia,gwinnett",805321,9.375,69.6428571,0,47.65625
425,"georgia,habersham",43041,13.5275754,71.9042664,0,37.3589165
426,"georgia,hall",179684,0,0,0,0
427,"georgia,hancock",9429,30.0716756,27.2511606,1.6590626,51.6037751
428,"georgia,haralson",28780,13.006993,22.9370629,3.006993,64.5833333
429,"georgia,harris",32024,7.0259865,77.4783446,0,38.0165289
430,"georgia,hart",25213,11.6967872,57.4297189,2.1586345,49.4668246
431,"georgia,heard",11834,43.1034483,0,0,0
432,"georgia,henry",203922,18.5545662,39.275995,1.7305511,49.9514656
433,"georgia,houston",139900,17.466102,50.0628797,0.9272538,45.3543689
434,"georgia,irwin",9538,14.9361155,51.2098688,0.7298338,56.5415417
435,"georgia,jackson",60485,24.2635413,20.145708,0.9185936,63.8287154
436,"georgia,jasper",13900,9.9537037,78.7037037,0,32.7543424
437,"georgia,jeff davis",15068,21.920131,24.0658062,2.3794984,49.4654449
438,"georgia,jefferson",16930,11.4860678,58.2955187,0.7554945,32.0759369
439,"georgia,jenkins",8340,6.2723101,79.8062213,0,30.4515419
440,"georgia,johnson",9980,18.745693,37.5199392,0.5643644,56.2729881
441,"georgia,jones",28669,22.974359,37.948718,1.5384615,55.3997195
442,"georgia,lamar",18317,19.190067,38.5947107,2.6318257,49.4184723
443,"georgia,lanier",10078,15.6156156,25.8258258,3.6036036,54.4802867
444,"georgia,laurens",48434,25.2525253,10.6060606,0,71.3375796
445,"georgia,lee",28298,16.8662107,42.8541442,0.7466667,42.4715879
446,"georgia,liberty",63453,16.2055336,66.6996047,0.9881423,43.7431991
447,"georgia,lincoln",7996,19.9272421,44.6133596,0.8002528,49.720381
448,"georgia,long",14464,0,98.4567901,0,21.5654952
449,"georgia,lowndes",109233,15.9114858,61.2223393,0,40.8092486
450,"georgia,lumpkin",29966,19.8639214,47.2019622,0.7071523,43.382245
454,"georgia,mcduffie",21875,24.2848102,25.1455696,1.028481,58.4768041
455,"georgia,mcintosh",14333,21.8181818,36.3636364,0,0
451,"georgia,macon",14740,18.4998208,45.2274234,1.4337904,39.8445
452,"georgia,madison",28120,41.7850767,15.1971433,0,56.6573744
453,"georgia,marion",8742,0,94.0936864,0,38.021978
456,"georgia,meriwether",21992,17.22301,53.8813372,0.6052123,47.4152981
457,"georgia,miller",6125,22.1311475,21.7213115,0,61.8604651
458,"georgia,mitchell",23498,9.1061639,70.1174299,0.7498861,31.2720345
459,"georgia,monroe",26424,18.5389238,37.5600063,1.276443,57.5582904
460,"georgia,montgomery",9123,14.7119646,35.0205154,0.8862629,57.6821729
461,"georgia,morgan",17868,17.844523,53.0035336,0,39.9606299
462,"georgia,murray",39628,11.0274592,52.5088946,0.4383219,51.9462834
463,"georgia,muscogee",189885,11.1462055,66.6658037,0,48.0284437
464,"georgia,newton",99958,32.0987654,14.8148148,0,40.8450704
465,"georgia,oconee",32808,31.122449,32.6530612,0,44.5086705
466,"georgia,oglethorpe",14899,16.6900343,40.4637026,1.2070881,47.0873158
467,"georgia,paulding",142324,13.6256852,61.6288175,0.7830854,32.1008403
468,"georgia,peach",27695,0,95.0177936,0,18.7265918
469,"georgia,pickens",29431,7.0852779,77.0470938,0,48.4934087
470,"georgia,pierce",18758,18.0405638,31.1958913,0.6966618,55.671583
471,"georgia,pike",17869,0,58.9041096,0,41.2698413
472,"georgia,polk",41475,0,79.4642857,0,44.5544555
473,"georgia,pulaski",12010,17.9518499,39.7559649,0.9410289,58.3393382
474,"georgia,putnam",21218,10.4221636,58.3113457,0,35.5855856
475,"georgia,quitman",2513,0,0,0,0
476,"georgia,rabun",16276,13.7542277,72.1533258,0,37.3170732
477,"georgia,randolph",7719,17.580872,53.3755274,1.2658228,45.5625991
478,"georgia,richmond",200549,7.6209087,69.5652174,0.5373718,40.0913764
479,"georgia,rockdale",85215,14.1758606,28.9397617,0,48.3829319
480,"georgia,schley",5010,0,0,0,0
481,"georgia,screven",14593,17.2143179,45.9938753,1.7599973,47.1864442
482,"georgia,seminole",8729,17.2143179,45.9938753,1.7599973,47.1864442
483,"georgia,spalding",64073,17.2143179,45.9938753,1.7599973,47.1864442
484,"georgia,stephens",26175,17.2143179,45.9938753,1.7599973,47.1864442
485,"georgia,stewart",6058,17.2143179,45.9938753,1.7599973,47.1864442
486,"georgia,sumter",32819,17.2143179,45.9938753,1.7599973,47.1864442
487,"georgia,talbot",6865,17.2143179,45.9938753,1.7599973,47.1864442
488,"georgia,taliaferro",1717,17.2143179,45.9938753,1.7599973,47.1864442
489,"georgia,tattnall",25520,17.2143179,45.9938753,1.7599973,47.1864442
490,"georgia,taylor",8906,17.2143179,45.9938753,1.7599973,47.1864442
491,"georgia,telfair",16500,17.2143179,45.9938753,1.7599973,47.1864442
492,"georgia,terrell",9315,17.2143179,45.9938753,1.7599973,47.1864442
493,"georgia,thomas",44720,17.2143179,45.9938753,1.7599973,47.1864442
494,"georgia,tift",40118,17.2143179,45.9938753,1.7599973,47.1864442
495,"georgia,toombs",27223,17.2143179,45.9938753,1.7599973,47.1864442
496,"georgia,towns",10471,17.2143179,45.9938753,1.7599973,47.1864442
497,"georgia,treutlen",6885,17.2143179,45.9938753,1.7599973,47.1864442
498,"georgia,troup",67044,17.2143179,45.9938753,1.7599973,47.1864442
499,"georgia,turner",8930,17.2143179,45.9938753,1.7599973,47.1864442
500,"georgia,twiggs",9023,17.2143179,45.9938753,1.7599973,47.1864442
501,"georgia,union",21356,17.2143179,45.9938753,1.7599973,47.1864442
502,"georgia,upson",27153,17.2143179,45.9938753,1.7599973,47.1864442
503,"georgia,walker",68756,17.2143179,45.9938753,1.7599973,47.1864442
504,"georgia,walton",83768,17.2143179,45.9938753,1.7599973,47.1864442
505,"georgia,ware",36312,17.2143179,45.9938753,1.7599973,47.1864442
506,"georgia,warren",5834,17.2143179,45.9938753,1.7599973,47.1864442
507,"georgia,washington",21187,17.2143179,45.9938753,1.7599973,47.1864442
508,"georgia,wayne",30099,17.2143179,45.9938753,1.7599973,47.1864442
509,"georgia,webster",2799,17.2143179,45.9938753,1.7599973,47.1864442
510,"georgia,wheeler",7421,17.2143179,45.9938753,1.7599973,47.1864442
511,"georgia,white",27144,17.2143179,45.9938753,1.7599973,47.1864442
512,"georgia,whitfield",102599,17.2143179,45.9938753,1.7599973,47.1864442
513,"georgia,wilcox",9255,17.2143179,45.9938753,1.7599973,47.1864442
514,"georgia,wilkes",10593,17.2143179,45.9938753,1.7599973,47.1864442
515,"georgia,wilkinson",9563,17.2143179,45.9938753,1.7599973,47.1864442
516,"georgia,worth",21679,17.2143179,45.9938753,1.7599973,47.1864442
517,"idaho,ada",392365,13.5424858,48.2871942,1.4374136,46.4081164
518,"idaho,adams",3976,15.9292035,20.3539823,0,57.6719577
519,"idaho,bannock",82839,34.9019608,9.0196078,0,52.6785714
520,"idaho,bear lake",5986,1.8010963,92.1691464,0,24.0816327
521,"idaho,benewah",9285,16.8914363,48.7862441,0.7417397,57.1428571
522,"idaho,bingham",45607,5.1980198,70.709571,0,38.4026781
523,"idaho,blaine",21376,13.711877,53.5450435,0.5613306,25.0817172
524,"idaho,boise",7028,0,92.4024641,0,26.6075388
525,"idaho,bonner",40877,3.8427562,90.3482445,0.5079505,32.9669841
526,"idaho,bonneville",104234,26.1642157,27.0833333,0,0
527,"idaho,boundary",10972,20.548528,22.8678691,2.5252564,44.5391175
528,"idaho,butte",2891,19.5634257,49.4821467,2.3341838,39.1539327
529,"idaho,camas",1117,14.5706522,23.0900383,1.486326,58.8874873
530,"idaho,canyon",188923,6.2011173,61.424581,0.8938548,67.93999
531,"idaho,caribou",6963,20.1834862,65.0410801,0,30.2914467
532,"idaho,cassia",22952,5.4054054,84.8848849,0,21.3756614
533,"idaho,clark",982,3.2380952,89.9047619,0,36.2725451
534,"idaho,clearwater",8761,23.4834443,15.352138,2.7996273,50.9385616
535,"idaho,custer",4368,12.0019436,61.1273081,0.8746356,37.8041879
536,"idaho,elmore",27038,10.2580261,59.565634,1.564409,38.5960837
537,"idaho,franklin",12786,10.4603734,58.9432339,0,45.6557101
538,"idaho,fremont",13242,22.186978,31.8664983,1.9396961,53.3813615
539,"idaho,gem",16719,15.2054039,66.494348,0.6685966,38.2916269
540,"idaho,gooding",15464,12.0387175,46.46098,0.7864489,53.8088643
541,"idaho,idaho",16267,24.3100714,54.7056257,0,47.0548754
542,"idaho,jefferson",26140,7.613002,77.2291691,0,27.3162436
543,"idaho,jerome",22374,15.5441522,37.0643575,1.2080393,56.1155235
544,"idaho,kootenai",138494,3.1897927,87.5598086,0,32.3728814
545,"idaho,latah",37244,17.9151883,35.1406778,1.421371,58.8873316
546,"idaho,lemhi",7936,18.3002644,36.8629146,1.409492,54.7126044
547,"idaho,lewis",3821,17.1428571,22.8571429,0,59.5041322
548,"idaho,lincoln",5208,20.0430198,22.6819475,2.2130762,53.0760756
549,"idaho,madison",37536,3.1595577,90.0473934,0.5371248,31.9106369
550,"idaho,minidoka",20069,0,95.6304619,0,20.7349081
551,"idaho,nez perce",39265,35.556333,17.0621258,0.8028546,60.0300181
552,"idaho,oneida",4286,17.3658172,46.5212369,2.7251914,36.16323
553,"idaho,owyhee",11526,14.5572951,43.1778603,1.0895762,52.3537661
554,"idaho,payette",22623,0,0,0,17.7165354
555,"idaho,power",7817,22.5433526,40.0770713,0,51.843318
556,"idaho,shoshone",12765,17.2143179,45.9938753,1.7599973,47.1864442
557,"idaho,teton",10170,17.2143179,45.9938753,1.7599973,47.1864442
558,"idaho,twin falls",77230,17.2143179,45.9938753,1.7599973,47.1864442
559,"idaho,valley",9862,17.2143179,45.9938753,1.7599973,47.1864442
560,"idaho,washington",10198,17.2143179,45.9938753,1.7599973,47.1864442
561,"illinois,adams",67103,18.594571,51.9578791,5.3806462,53.5204085
562,"illinois,alexander",8238,37.3371748,31.8633196,1.1134889,64.9391267
563,"illinois,bond",17768,12.8918667,35.1117355,3.9321511,51.7708334
564,"illinois,boone",54165,19.8275862,38.5057471,0,49.833887
565,"illinois,brown",6937,18.355222,26.5121058,2.2514071,54.4358312
566,"illinois,bureau",34978,14.9820093,28.8957522,3.7891851,58.798574
567,"illinois,calhoun",5089,31.2324231,5.6088522,3.6796594,57.6762246
568,"illinois,carroll",15387,27.9875,37.6,0,61.5384615
569,"illinois,cass",13642,15.1567944,36.5853659,3.4843206,55.5555556
570,"illinois,champaign",201081,9.8388465,64.1221374,0,50.5859375
571,"illinois,christian",34800,43,20,0,43.8202247
572,"illinois,clark",16335,27.0967742,21.9354839,0,51.5151515
573,"illinois,clay",13815,16.2361624,53.8745388,0,34.0080972
574,"illinois,clinton",37762,31.3868613,37.2262774,0,63.7931035
575,"illinois,coles",53873,13.9870979,54.9480841,0.6442241,54.8442017
576,"illinois,cook",5194675,23.8625363,20.1839303,1.3068732,52.9758012
577,"illinois,crawford",19817,11.0192838,79.2929293,0,33.955774
578,"illinois,cumberland",11048,0,0,0,0
579,"illinois,de kalb",NA,29.0780142,21.9858156,0,52.631579
580,"illinois,de witt",16561,31.5412186,21.1469534,0,43.2773109
581,"illinois,douglas",19980,0,0,0,0
582,"illinois,du page",NA,22.4446988,44.5842868,1.5789474,53.3119795
583,"illinois,edgar",18576,11.7380353,64.9874055,0.3778338,46.34375
584,"illinois,edwards",6721,6.26703,86.3760218,0,39.0670554
585,"illinois,effingham",34242,19.1148609,44.661937,0.6887592,46.8875766
586,"illinois,fayette",22140,11.5246495,68.437531,0.746888,43.2308847
587,"illinois,ford",14081,19.8889039,35.9165425,0.9619293,58.2651391
588,"illinois,franklin",39561,14.6485999,55.100271,0,45.8608643
589,"illinois,fulton",37069,16.988417,72.9260847,5.4054054,39.9257226
590,"illinois,gallatin",5589,0,0,0,0
591,"illinois,greene",13886,24.9243799,41.984271,0,44.3319838
592,"illinois,grundy",50063,24.4897959,35.7142857,0,56.626506
593,"illinois,hamilton",8457,15.1680238,56.3832087,0.6483241,57.7648941
594,"illinois,hancock",19104,25.7193082,32.9453865,1.1407386,49.8492561
595,"illinois,hardin",4320,19.6163057,51.9908766,1.2323306,42.2004125
596,"illinois,henderson",7331,13.4068897,44.1033711,2.1550327,56.1719609
597,"illinois,henry",50486,9.8263492,61.7240304,0.3639389,42.7984505
598,"illinois,iroquois",29718,12.5724638,68.8768116,0.8695652,33.1351566
599,"illinois,jackson",60218,23.5917364,37.753325,2.0213861,54.5480269
600,"illinois,jasper",9698,18.1808667,34.7760101,1.5909567,53.6327898
601,"illinois,jefferson",38827,13.6653152,65.2662756,1.1171498,41.3135865
602,"illinois,jersey",22985,14.4538955,55.4324162,2.5463396,51.6185428
603,"illinois,jo daviess",22678,9.5154406,76.801406,0,46.2922574
604,"illinois,johnson",12582,10.6860158,41.1609499,0,56.7961165
605,"illinois,kane",515269,28.125,20.3125,0,59.0909091
606,"illinois,kankakee",113449,15.0408023,52.2342545,0.6669978,45.4206171
607,"illinois,kendall",114736,22.1539162,56.7200104,0,48.8292621
608,"illinois,knox",52919,19.895403,36.7360841,2.1741068,50.2572673
610,"illinois,lake",703462,4.9027439,83.8862284,1.6405667,38.5919381
609,"illinois,la salle",NA,24.0088106,31.0572687,0,50.6596306
611,"illinois,lawrence",16833,6.4102564,34.6153846,0,53.4482759
612,"illinois,lee",36031,19.8035616,43.2776976,1.0809678,43.1882497
613,"illinois,livingston",38950,29.9791499,31.1510601,9.1252868,54.1016666
614,"illinois,logan",30305,12.8929514,53.9396054,2.4293404,57.9745583
622,"illinois,mcdonough",32612,22.141239,21.1515027,2.5071105,53.2964962
623,"illinois,mchenry",308760,20.4582351,25.2185451,0,52.0684621
624,"illinois,mclean",169572,10.3707131,64.8166485,0,38.9920515
615,"illinois,macon",110768,14.3615613,54.4254946,0.8293939,51.7262304
616,"illinois,macoupin",47765,23.7231323,29.2210934,0,50.848348
617,"illinois,madison",269282,16.9429262,42.2333059,2.36106,42.628695
618,"illinois,marion",39437,9.8263492,61.7240304,0.3639389,42.7984505
619,"illinois,marshall",12640,0,32.3529412,0,0
620,"illinois,mason",14666,0,33.3333333,0,40
621,"illinois,massac",15429,22.2313753,28.9937717,2.3225022,47.0784374
625,"illinois,menard",12705,10.8692504,65.5914105,0.3521127,37.4346117
626,"illinois,mercer",16434,16.067077,45.6759427,1.4493047,45.0710525
627,"illinois,monroe",32957,11.4641172,55.1316968,1.1474713,39.956433
628,"illinois,montgomery",30104,13.362069,42.6724138,0,50.1683502
629,"illinois,morgan",35547,8.8694672,52.44779,0,41.2791695
630,"illinois,moultrie",14846,17.2496984,55.8504222,0,50.3526093
631,"illinois,ogle",53497,48.1481482,0,0,0
632,"illinois,peoria",186494,25.1781473,32.0665083,0,60.7246377
633,"illinois,perry",22350,23.3740657,21.4061967,3.092144,49.7285751
634,"illinois,piatt",16729,15.9369527,41.8563923,0,49.5726496
635,"illinois,pike",16430,12.8603983,39.2846527,0.9610621,51.1869259
636,"illinois,pope",4470,19.9367911,41.4519542,0,50.8196721
637,"illinois,pulaski",6161,13.7921117,46.5228783,0.6264772,59.6320386
638,"illinois,putnam",6006,23.5620272,29.9353304,2.3113943,48.388838
639,"illinois,randolph",33476,18.8963211,35.8695652,1.309922,50.5571747
640,"illinois,richland",16233,0,97.5969133,0,16.2564948
641,"illinois,rock island",147546,21.8974229,31.2112263,1.7283673,53.6991903
647,"illinois,st clair",270056,0,0,0,17.9802956
642,"illinois,saline",24913,11.3961095,51.6956447,0.6885867,45.9023012
643,"illinois,sangamon",197465,20.7174231,57.3206442,0,51.9009726
644,"illinois,schuyler",7544,0,35.4166667,0,28.9473684
645,"illinois,scott",5355,17.2143179,45.9938753,1.7599973,47.1864442
646,"illinois,shelby",22363,17.2143179,45.9938753,1.7599973,47.1864442
648,"illinois,stark",5994,17.2143179,45.9938753,1.7599973,47.1864442
649,"illinois,stephenson",47711,17.2143179,45.9938753,1.7599973,47.1864442
650,"illinois,tazewell",135394,17.2143179,45.9938753,1.7599973,47.1864442
651,"illinois,union",17808,17.2143179,45.9938753,1.7599973,47.1864442
652,"illinois,vermilion",81625,17.2143179,45.9938753,1.7599973,47.1864442
653,"illinois,wabash",11947,17.2143179,45.9938753,1.7599973,47.1864442
654,"illinois,warren",17707,17.2143179,45.9938753,1.7599973,47.1864442
655,"illinois,washington",14716,17.2143179,45.9938753,1.7599973,47.1864442
656,"illinois,wayne",16760,17.2143179,45.9938753,1.7599973,47.1864442
657,"illinois,white",14665,17.2143179,45.9938753,1.7599973,47.1864442
658,"illinois,whiteside",58498,17.2143179,45.9938753,1.7599973,47.1864442
659,"illinois,will",677560,17.2143179,45.9938753,1.7599973,47.1864442
660,"illinois,williamson",66357,17.2143179,45.9938753,1.7599973,47.1864442
661,"illinois,winnebago",295266,17.2143179,45.9938753,1.7599973,47.1864442
662,"illinois,woodford",38664,17.2143179,45.9938753,1.7599973,47.1864442
663,"indiana,adams",34387,31.3043479,35.1222826,0,56.5089703
664,"indiana,allen",355329,24.4812293,27.2849676,0,51.9406126
665,"indiana,bartholomew",76794,18.4895176,53.9782773,0.7072493,53.5152774
666,"indiana,benton",8854,16.7701863,42.2360248,0,52.2058824
667,"indiana,blackford",12766,0,43.1654676,0,23.2758621
668,"indiana,boone",56640,13.3758799,58.8505433,1.6863323,40.1810773
669,"indiana,brown",15242,6.417694,67.2226251,0.3625816,49.9113475
670,"indiana,carroll",20155,4.4879172,67.3762946,0,45.862069
671,"indiana,cass",38966,16.9250523,47.3096676,1.5384615,46.8990239
672,"indiana,clark",110232,4.0871202,62.8963395,0.5915569,37.9232506
673,"indiana,clay",26890,13.9896373,63.73057,0,35.009311
674,"indiana,clinton",33224,7.4508162,71.4106321,0.7115948,41.7528311
675,"indiana,crawford",10713,0,0,0,0
676,"indiana,daviess",31648,15.1122166,56.2230978,1.4223871,47.2672126
678,"indiana,dearborn",50047,19.8284899,39.8139937,1.8644965,52.2532236
679,"indiana,decatur",25740,17.5460806,43.9824499,1.9320136,48.4874328
677,"indiana,de kalb",NA,21.2201592,28.3819629,3.7135279,58.5858586
680,"indiana,delaware",117671,3.0516432,89.2018779,0,30.3030303
681,"indiana,dubois",41889,8.2608696,56.0869565,0,57.7540107
